wwtp_jurisdiction,wwtp_id,reporting_jurisdiction,sample_location,sample_location_specify,key_plot_id,county_names,county_fips,population_served,date_start,date_end,ptc_15d,detect_prop_15d,percentile,sampling_prior,first_sample_date
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-14,2023-01-28,126,100,89.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-15,2023-01-29,50,100,89.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-16,2023-01-30,13,100,93.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-17,2023-01-31,0,100,93.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-18,2023-02-01,2,100,93.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-19,2023-02-02,48,100,93.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-20,2023-02-03,48,100,93.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-21,2023-02-04,-14,100,90.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-22,2023-02-05,-50,100,90.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-23,2023-02-06,-47,100,91.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-24,2023-02-07,-60,100,91.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-25,2023-02-08,-38,100,91.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-26,2023-02-09,-33,100,91.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-27,2023-02-10,-33,100,91.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-28,2023-02-11,-24,100,91.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-29,2023-02-12,2,100,91.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-30,2023-02-13,-17,100,88.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-01-31,2023-02-14,-21,100,88.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-01,2023-02-15,-14,100,87.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-02,2023-02-16,15,100,87.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-03,2023-02-17,15,100,87.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-04,2023-02-18,-2,100,85.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-05,2023-02-19,-27,100,85.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-06,2023-02-20,-49,100,83.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-07,2023-02-21,-65,100,83.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-08,2023-02-22,-66,100,80.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-09,2023-02-23,-65,100,80.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-10,2023-02-24,-65,100,80.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-11,2023-02-25,-75,100,72.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-12,2023-02-26,-78,100,72.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-13,2023-02-27,-75,100,65.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-14,2023-02-28,-82,100,65.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-15,2023-03-01,-63,100,64.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-16,2023-03-02,-51,100,64.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-17,2023-03-03,-51,100,64.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-18,2023-03-04,-69,100,55.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-19,2023-03-05,-60,100,55.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-20,2023-03-06,-39,100,51.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-21,2023-03-07,-33,100,51.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-22,2023-03-08,-13,100,50.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-23,2023-03-09,28,100,50.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-24,2023-03-10,28,100,50.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-25,2023-03-11,45,100,49.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-26,2023-03-12,26,100,49.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-27,2023-03-13,27,100,51.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-02-28,2023-03-14,14,100,51.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-01,2023-03-15,14,100,51.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-02,2023-03-16,255,100,51.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-03,2023-03-17,255,100,51.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-04,2023-03-18,15,100,47.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-05,2023-03-19,-48,100,47.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-06,2023-03-20,-29,100,52.333,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-07,2023-03-21,-36,100,52.333,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-08,2023-03-22,-8,100,54.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-09,2023-03-23,-7,100,54.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-10,2023-03-24,-7,100,54.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-11,2023-03-25,-50,100,48.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-12,2023-03-26,-52,100,48.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-13,2023-03-27,-27,100,47.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-14,2023-03-28,-5,100,47.167,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-15,2023-03-29,-24,100,43.667,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-16,2023-03-30,-24,100,43.667,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-17,2023-03-31,-24,100,43.667,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-18,2023-04-01,-51,100,40.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-19,2023-04-02,-71,100,40.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-20,2023-04-03,-64,100,39.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-21,2023-04-04,-66,100,39.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-22,2023-04-05,-46,100,37.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-23,2023-04-06,-2,100,37.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-24,2023-04-07,-2,100,37.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-25,2023-04-08,-30,100,30.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-26,2023-04-09,-57,100,30.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-27,2023-04-10,-66,100,29.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-28,2023-04-11,-55,100,29.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-29,2023-04-12,-45,100,24.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-30,2023-04-13,-39,100,24.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-03-31,2023-04-14,-39,100,24.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-01,2023-04-15,-13,100,23.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-02,2023-04-16,-33,100,23.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-03,2023-04-17,-24,100,23.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-04,2023-04-18,-21,100,23.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-05,2023-04-19,7,100,24.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-06,2023-04-20,125,100,24.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-07,2023-04-21,125,100,24.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-08,2023-04-22,109,100,22.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-09,2023-04-23,151,100,22.714,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-10,2023-04-24,41,100,22.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-11,2023-04-25,-8,100,22.143,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-12,2023-04-26,-5,100,24.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-13,2023-04-27,-24,100,24.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-14,2023-04-28,-24,100,24.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-15,2023-04-29,31,100,28.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-16,2023-04-30,51,100,28.0,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-17,2023-05-01,53,100,29.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-18,2023-05-02,48,100,29.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-19,2023-05-03,58,100,32.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-20,2023-05-04,124,100,32.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-21,2023-05-05,124,100,32.286,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-22,2023-05-06,82,100,32.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-23,2023-05-07,150,100,32.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-24,2023-05-08,48,100,31.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-25,2023-05-09,-10,100,31.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-26,2023-05-10,18,100,36.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-27,2023-05-11,-20,100,36.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-28,2023-05-12,-20,100,36.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-29,2023-05-13,-60,100,34.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-04-30,2023-05-14,-62,100,34.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-01,2023-05-15,-37,100,33.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-02,2023-05-16,-44,100,33.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-03,2023-05-17,-34,100,32.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-04,2023-05-18,-26,100,32.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-05,2023-05-19,-26,100,32.429,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-06,2023-05-20,-41,100,28.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-07,2023-05-21,-35,100,28.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-08,2023-05-22,-3,100,28.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-09,2023-05-23,-17,100,28.571,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-10,2023-05-24,8,100,30.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-11,2023-05-25,137,100,30.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-12,2023-05-26,137,100,30.857,no,2022-10-01
Pennsylvania,1533,Pennsylvania,Treatment plant,,NWSS_pa_1533_Treatment plant_raw wastewater,Centre,42027,90000,2023-05-13,2023-05-27,-8,100,24.714,no,2022-10-01
